Time,True_theta,True_theta_dot,Meas_theta,Meas_theta_dot,Est_theta,Est_theta_dot
3.26,-0.0529084,0.151388,-0.409115,-0.556733,-0.0378283,0.151791
3.27,-0.0513736,0.155542,0.244134,0.788565,-0.035884,0.141346
3.28,-0.0497982,0.159518,-0.14372,0.372087,-0.0349933,0.154672
3.29,-0.0481838,0.163313,-0.471937,0.753116,-0.0341326,0.16154
3.3,-0.0465325,0.166925,0.0256269,-0.528828,-0.0348004,0.172313
3.31,-0.044846,0.170351,0.301956,-1.07498,-0.031553,0.161431
3.32,-0.0431261,0.173589,0.421451,0.384534,-0.0266084,0.149573
3.33,-0.0413748,0.176637,-0.353627,-0.507495,-0.0244539,0.148043
3.34,-0.039594,0.179493,-0.00452848,-0.226087,-0.0225199,0.141522
3.35,-0.0377856,0.182156,-0.701764,-0.140121,-0.0203051,0.141078
3.36,-0.0359515,0.184624,0.459259,0.168061,-0.0201673,0.128604
3.37,-0.0340938,0.186896,0.0445964,0.378951,-0.0177033,0.131827
3.38,-0.0322143,0.188971,-0.506376,-0.410129,-0.0167109,0.135652
3.39,-0.030315,0.190849,-0.530275,0.257435,-0.0155381,0.129731
3.4,-0.028398,0.192528,-0.282041,-0.416892,-0.0158207,0.132337
3.41,-0.0264651,0.194008,0.478389,-0.66073,-0.014082,0.128405
3.42,-0.0245185,0.19529,0.461203,1.20442,-0.00997808,0.11695
3.43,-0.02256,0.196372,-0.199023,-0.0601428,-0.00972421,0.133332
3.44,-0.0205917,0.197256,0.0844204,-0.540975,-0.00852168,0.127996
3.45,-0.0186155,0.197941,0.794428,0.511412,-0.00565538,0.123352
3.46,-0.0166335,0.198429,0.695204,-0.4879,-0.00312849,0.127508
3.47,-0.0146476,0.198719,-0.0226633,1.44914,0.00119023,0.123251
3.48,-0.0126598,0.198813,0.0364141,0.0652584,-0.000201032,0.148721
3.49,-0.010672,0.198712,-0.0929307,-0.121407,0.0014942,0.140884
3.5,-0.00868618,0.198418,0.624105,0.428194,0.00314805,0.133931
3.51,-0.00670428,0.197931,0.049218,0.0662866,0.00547395,0.13283
3.52,-0.00472819,0.197254,-0.730343,0.0824022,0.00703066,0.130168
3.53,-0.00275982,0.196388,0.149735,0.654463,0.00651958,0.12992
3.54,-0.000801045,0.195336,-0.764867,0.206772,0.00715199,0.136925
3.55,0.00114628,0.194099,0.452986,-0.436852,0.00640773,0.141187
3.56,0.00308033,0.19268,0.770793,0.623253,0.0101172,0.134519
3.57,0.00499929,0.191082,0.202206,0.268252,0.0124669,0.141677
3.58,0.00690137,0.189306,-0.116444,0.748236,0.014093,0.139373
3.59,0.00878483,0.187357,-0.464158,0.375332,0.0139232,0.144276
3.6,0.0106479,0.185236,0.620269,-0.0846285,0.0136649,0.146475
3.61,0.012489,0.182948,0.356808,0.0679595,0.0171311,0.140777
3.62,0.0143064,0.180495,0.25016,0.328218,0.019529,0.135845
3.63,0.0160984,0.177881,0.13324,0.566961,0.0210517,0.131395
3.64,0.0178634,0.175109,-0.187189,-0.495112,0.0217933,0.137087
3.65,0.0196,0.172184,0.50641,0.68163,0.0238302,0.123564
3.66,0.0213066,0.169108,0.446033,0.69915,0.0251809,0.126769
3.67,0.0229817,0.165886,-0.138457,-0.133765,0.0263838,0.131305
3.68,0.0246239,0.162522,0.151844,0.00374671,0.0277588,0.123404
3.69,0.0262317,0.15902,0.0434725,0.274166,0.0295102,0.116698
3.7,0.0278038,0.155385,1.04677,-0.441327,0.0303487,0.111504
3.71,0.029339,0.15162,-1.21571,0.0973071,0.0351273,0.0970182
3.72,0.0308358,0.14773,-0.576636,0.53669,0.0328653,0.0976273
3.73,0.0322932,0.14372,-0.177646,0.616481,0.0313922,0.102574
3.74,0.0337098,0.139595,0.526998,-0.307939,0.0308675,0.110117
3.75,0.0350847,0.135359,0.550018,0.964478,0.0340171,0.0967661
3.76,0.0364167,0.131017,0.0327332,0.184973,0.0345566,0.101201
3.77,0.0377047,0.126575,0.645538,0.71336,0.0353639,0.0977322
3.78,0.0389478,0.122036,0.848829,0.0555366,0.0366618,0.100036
3.79,0.0401451,0.117406,0.0308212,-0.18636,0.0397941,0.0919894
3.8,0.0412957,0.11269,-0.364139,-0.289266,0.0412063,0.0839504
3.81,0.0423986,0.107893,0.420045,-0.298907,0.0416884,0.0729286
3.82,0.0434533,0.103021,0.573928,0.0588086,0.0440567,0.0581036
3.83,0.0444588,0.098079,0.159454,1.12576,0.0459525,0.0507177
3.84,0.0454146,0.0930716,-0.784071,0.720914,0.0446218,0.0632993
3.85,0.0463201,0.0880044,-0.396235,-0.133593,0.0418179,0.0723871
3.86,0.0471745,0.0828828,0.415864,0.148716,0.0417991,0.0676291
3.87,0.0479776,0.0777121,-0.00775142,-0.0218114,0.0432547,0.0649887
3.88,0.0487286,0.0724978,-0.00837868,0.407029,0.0439054,0.0586399
3.89,0.0494274,0.0672451,0.297696,0.7385,0.0436509,0.0607335
3.9,0.0500734,0.0619594,-0.500875,-0.722805,0.0435511,0.0659081
3.91,0.0506665,0.0566462,0.115614,0.00123916,0.0443209,0.0505849
3.92,0.0512063,0.0513108,-0.163511,0.156853,0.0450523,0.0421711
3.93,0.0516926,0.0459585,1.0796,0.150015,0.0446808,0.0398597
3.94,0.0521254,0.0405947,0.792254,-0.526482,0.0475,0.0361371
3.95,0.0525045,0.0352247,-0.262459,-0.559187,0.0508491,0.0222889
3.96,0.0528299,0.0298537,0.493659,-0.392625,0.0513393,0.00493489
3.97,0.0531016,0.0244872,-0.212751,1.05438,0.0532703,-0.00671087
3.98,0.0533197,0.0191302,0.362622,0.116403,0.0503767,0.000535649
3.99,0.0534843,0.0137879,0.628667,0.884008,0.0509278,-0.00261067
4,0.0535955,0.00846551,0.0713686,0.368384,0.0506035,0.00280974
4.01,0.0536537,0.00316808,0.0587289,0.41919,0.0499728,0.00878497
4.02,0.053659,-0.00209937,-0.0730435,0.117329,0.0492485,0.0105698
4.03,0.0536118,-0.00733187,0.108196,0.321125,0.0488144,0.0101231
4.04,0.0535125,-0.0125245,-0.50595,-0.151315,0.0484724,0.0165664
4.05,0.0533614,-0.0176725,1.21879,0.0340633,0.0474889,0.00776008
4.06,0.0531592,-0.0227711,-0.313227,-0.350552,0.0505033,0.0026019
4.07,0.0529062,-0.0278155,0.32826,-0.189466,0.0502243,-0.0106688
4.08,0.0526031,-0.0328013,0.34637,-0.120456,0.0511564,-0.0176522
4.09,0.0522504,-0.0377238,0.406287,-0.468752,0.0519451,-0.0191366
4.1,0.0518488,-0.0425787,1.03172,-0.0724867,0.0534965,-0.0335559
4.11,0.0513991,-0.0473617,0.203482,-0.344144,0.0556988,-0.0437451
4.12,0.0509018,-0.0520684,-0.331812,-0.621849,0.0561921,-0.0540025
4.13,0.0503579,-0.0566949,1.27656,0.575683,0.0557756,-0.0606657
4.14,0.0497682,-0.061237,-0.880444,-0.025613,0.0570464,-0.0558594
4.15,0.0491335,-0.0656909,-0.525152,0.387478,0.0539638,-0.0614929
4.16,0.0484547,-0.0700528,0.961842,0.526467,0.0509814,-0.0537403
4.17,0.0477328,-0.0743189,0.26471,0.0678123,0.051584,-0.0563035
4.18,0.0469687,-0.0784857,0.498716,-0.0135073,0.051342,-0.0527781
4.19,0.0461634,-0.0825497,-0.0416073,0.683784,0.0518753,-0.0549863
4.2,0.045318,-0.0865077,-0.150412,-0.575806,0.0496475,-0.0426188
4.21,0.0444336,-0.0903563,-0.486112,-1.15098,0.049683,-0.0600257
4.22,0.0435113,-0.0940925,-0.259569,1.06764,0.0498132,-0.0795879
4.23,0.0425521,-0.0977134,-0.637769,-0.388568,0.045947,-0.0660547
4.24,0.0415574,-0.101216,0.818694,-0.220317,0.0441109,-0.0767813
4.25,0.0405282,-0.104598,0.115873,-0.401787,0.0455624,-0.0882615
4.26,0.0394658,-0.107856,0.391054,-0.111821,0.0454602,-0.095442
4.27,0.0383715,-0.110989,-0.163916,-0.171217,0.0454154,-0.0982602
4.28,0.0372465,-0.113994,0.242998,0.18439,0.044042,-0.0986594
4.29,0.0360921,-0.116868,-0.0755912,0.604921,0.0429794,-0.0998533
4.3,0.0349096,-0.11961,0.286726,-0.54601,0.0402725,-0.0927184
4.31,0.0337003,-0.122218,-0.651667,-0.245257,0.0408145,-0.107715
4.32,0.0324657,-0.12469,-0.0342538,0.247187,0.0382398,-0.106908
4.33,0.031207,-0.127025,-0.263692,-0.0341781,0.036275,-0.104089
4.34,0.0299256,-0.129221,-0.0274123,-0.342264,0.0343248,-0.10299
4.35,0.028623,-0.131277,-0.195494,0.135846,0.0336048,-0.106815
4.36,0.0273005,-0.133192,-0.531348,0.0763558,0.0314899,-0.100642
4.37,0.0259596,-0.134965,0.281534,0.0923046,0.0286579,-0.101771
4.38,0.0246017,-0.136594,-0.735217,0.982199,0.0279139,-0.0992072
4.39,0.0232282,-0.13808,0.102553,0.0719407,0.0228325,-0.0832213
4.4,0.0218406,-0.139422,1.02166,-0.958187,0.0219384,-0.0761082
4.41,0.0204403,-0.140618,-0.277376,1.27587,0.0254448,-0.0958043
4.42,0.0190287,-0.14167,-0.0619128,-1.14596,0.0210409,-0.0723339
4.43,0.0176074,-0.142577,-0.770322,-0.535396,0.0222026,-0.0891152
4.44,0.0161777,-0.143339,0.0721485,-0.174206,0.0201446,-0.0950411
4.45,0.0147411,-0.143955,0.117441,-0.227843,0.019477,-0.0975018
4.46,0.013299,-0.144427,0.0336885,-0.576265,0.019032,-0.0967457
4.47,0.011853,-0.144755,-0.270335,-0.526414,0.0190398,-0.10451
4.48,0.0104044,-0.14494,0.844459,0.260904,0.018037,-0.116295
4.49,0.00895469,-0.144981,0.375886,-0.128928,0.0182838,-0.109303
4.5,0.00750526,-0.14488,0.0778795,0.348715,0.0181665,-0.108126
4.51,0.00605755,-0.144639,0.780328,-0.0853534,0.0163536,-0.100441
4.52,0.00461295,-0.144257,-0.114452,-0.313435,0.0172551,-0.106116
4.53,0.00317287,-0.143737,-0.116965,0.10079,0.0162354,-0.113021
4.54,0.00173867,-0.143079,-0.413396,-0.665826,0.0143006,-0.116121
4.55,0.000311731,-0.142286,0.266122,-0.474349,0.0131235,-0.122905
4.56,-0.0011066,-0.141359,0.101586,0.323836,0.0132025,-0.133434
4.57,-0.002515,-0.140299,-0.0707023,-0.182674,0.0111641,-0.13231
4.58,-0.00391214,-0.139108,0.28791,-0.501698,0.00975885,-0.129167
4.59,-0.00529673,-0.137789,-0.851669,0.247827,0.00993023,-0.133132
4.6,-0.00666749,-0.136343,-0.181501,-0.262953,0.00563441,-0.126708
4.61,-0.00802318,-0.134773,-0.307849,-0.529228,0.004155,-0.128555
4.62,-0.00936255,-0.133081,-0.166397,-0.153841,0.00280458,-0.141117
4.63,-0.0106844,-0.13127,0.484555,-0.278812,0.00101159,-0.137474
4.64,-0.0119876,-0.129341,-0.260436,0.119837,0.00115034,-0.141928
4.65,-0.0132709,-0.127298,0.206666,-0.44209,-0.0014367,-0.135545
4.66,-0.0145332,-0.125144,-0.119177,0.0941786,-0.0017015,-0.147347
4.67,-0.0157734,-0.12288,0.810143,-0.392899,-0.00391618,-0.139238
4.68,-0.0169904,-0.12051,0.476584,-0.382823,-0.00272357,-0.145763
4.69,-0.0181832,-0.118038,0.753446,0.7365,-0.00250326,-0.153385
4.7,-0.0193508,-0.115465,-0.220223,-0.396795,-0.00382869,-0.141
4.71,-0.0204922,-0.112796,0.483407,-0.188176,-0.00529513,-0.145055
4.72,-0.0216064,-0.110032,0.281738,-0.363908,-0.00536747,-0.14187
4.73,-0.0226926,-0.107179,-0.044172,0.21983,-0.00560926,-0.14569
4.74,-0.0237497,-0.104239,0.349265,0.47654,-0.007836,-0.134271
4.75,-0.0247771,-0.101215,-0.246015,-0.0530586,-0.00943298,-0.122926
4.76,-0.0257737,-0.0981104,0.166904,-0.421641,-0.0113723,-0.116894
4.77,-0.026739,-0.0949297,0.0820715,0.232048,-0.0114709,-0.12006
4.78,-0.0276721,-0.0916761,-0.527024,-0.245378,-0.0130753,-0.108992
4.79,-0.0285723,-0.0883532,-0.552413,0.604474,-0.0152283,-0.111681
4.8,-0.0294389,-0.0849645,0.128769,0.336385,-0.0191058,-0.0970794
4.81,-0.0302714,-0.081514,-0.159048,0.303133,-0.0205328,-0.0894632
4.82,-0.031069,-0.0780053,1.09392,0.146685,-0.0225003,-0.0762625
4.83,-0.0318313,-0.0744423,-0.772602,0.695136,-0.0207753,-0.0677004
4.84,-0.0325577,-0.0708287,0.694844,-0.258175,-0.0248579,-0.0520701
4.85,-0.0332477,-0.0671684,-1.14292,-0.282624,-0.023133,-0.0579124
4.86,-0.0339009,-0.0634652,0.698685,0.166329,-0.0261222,-0.0552369
4.87,-0.0345169,-0.0597232,0.636768,-0.174572,-0.0252593,-0.0555388
4.88,-0.0350953,-0.0559461,-0.291746,0.107513,-0.0238232,-0.0508151
4.89,-0.0356357,-0.0521379,-0.243318,-0.758612,-0.0253203,-0.0466995
4.9,-0.0361379,-0.0483025,-0.68613,-0.641511,-0.0249356,-0.0545508
4.91,-0.0366017,-0.0444438,0.842319,0.471902,-0.0260272,-0.0616208
4.92,-0.0370267,-0.0405657,0.109881,0.837235,-0.025452,-0.0550138
4.93,-0.037413,-0.0366722,-0.0697391,-0.208876,-0.0273617,-0.0364785
4.94,-0.0377602,-0.0327671,0.0776196,0.370541,-0.0274806,-0.0366591
4.95,-0.0380683,-0.0288544,0.171727,0.541199,-0.028351,-0.0275934
4.96,-0.0383372,-0.0249379,0.0344522,-0.302481,-0.0292257,-0.0194563
4.97,-0.038567,-0.0210215,-0.446334,0.174283,-0.0286631,-0.0183266
4.98,-0.0387577,-0.017109,-0.311332,-0.0233866,-0.030255,-0.0086996
4.99,-0.0389092,-0.0132042,-0.551636,-0.184569,-0.0310192,-0.00605345
5,-0.0390218,-0.00931083,-0.249708,0.0186412,-0.0320198,-0.000814401
5.01,-0.0390456,0.00453442,0.441765,-0.344504,-0.0325368,0.0124892
5.02,-0.0389314,0.0182888,0.118439,0.30098,-0.0303869,0.0213653
5.03,-0.0386802,0.0319394,0.0207012,-0.405778,-0.0302847,0.0329286
5.04,-0.038293,0.0454735,-0.724206,0.806495,-0.0288712,0.0397031
5.05,-0.0377711,0.0588786,0.347337,0.67744,-0.0316811,0.0643234
5.06,-0.0371159,0.0721425,-0.187117,0.637956,-0.0311729,0.0859165
5.07,-0.0363288,0.0852529,1.04297,0.335406,-0.0317075,0.107287
5.08,-0.0354114,0.0981982,0.568988,0.389517,-0.0282321,0.121236
5.09,-0.0343654,0.110967,0.173202,0.994904,-0.0259159,0.137828
5.1,-0.0331927,0.123547,-0.132435,-0.135703,-0.0256372,0.160241
5.11,-0.0318952,0.135927,-0.575045,0.125147,-0.0236429,0.168896
5.12,-0.0304749,0.148098,-0.16388,0.438913,-0.0231858,0.184101
5.13,-0.0289339,0.160048,0.938683,0.860989,-0.0221638,0.194742
5.14,-0.0272747,0.171766,0.720252,-0.524806,-0.0189959,0.211329
5.15,-0.0254994,0.183244,-0.116745,0.654769,-0.0134918,0.206536
5.16,-0.0236106,0.19447,0.202675,0.111263,-0.0125287,0.219978
5.17,-0.0216109,0.205437,-0.91488,0.671775,-0.00951148,0.225982
5.18,-0.0195028,0.216134,-0.63205,-0.161034,-0.0103688,0.247038
5.19,-0.0172891,0.226552,-0.229346,0.220493,-0.0086083,0.255662
5.2,-0.0149727,0.236685,-0.165515,-0.364677,-0.00649128,0.264836
5.21,-0.0125564,0.246522,0.144753,0.0809769,-0.00297309,0.263165
5.22,-0.0100433,0.256057,0.161483,0.215021,0.000464612,0.270932
5.23,-0.0074363,0.265282,0.453793,0.490137,0.00369496,0.270401
5.24,-0.00473867,0.27419,1.3838,0.664958,0.0071506,0.27729
5.25,-0.00195358,0.282775,0.15341,0.62629,0.0126981,0.280637
5.26,0.000915719,0.291029,-0.0361363,1.45091,0.0152074,0.289097
5.27,0.00386588,0.298947,-0.163019,0.483297,0.0157158,0.311092
5.28,0.00689352,0.306523,0.275125,0.981693,0.0180991,0.324916
5.29,0.00999519,0.313752,0.516933,1.04741,0.0206979,0.331851
5.3,0.0131674,0.32063,0.570542,-0.250561,0.023915,0.3462
5.31,0.0164066,0.327151,-0.0403052,-0.365485,0.0299911,0.343116
5.32,0.0197092,0.333311,0.760737,0.668409,0.0346605,0.338309
5.33,0.0230716,0.339107,-0.665825,0.0183257,0.0393181,0.350734
5.34,0.0264901,0.344535,-1.14067,-0.275118,0.0416837,0.35122
5.35,0.0299611,0.349592,0.199262,0.995508,0.0434051,0.348558
5.36,0.0334807,0.354276,-0.0559351,0.306278,0.0460007,0.35581
5.37,0.0370453,0.358584,-0.341979,0.0294561,0.0493845,0.355215
5.38,0.0406511,0.362514,-0.26602,1.05223,0.0525388,0.348159
5.39,0.0442943,0.366066,0.167513,1.17306,0.0538458,0.363822
5.4,0.0479712,0.369237,0.516208,-0.223355,0.0562079,0.37933
5.41,0.0516778,0.372028,-0.0803675,0.851911,0.0623731,0.372047
5.42,0.0554105,0.374437,-0.668386,0.381988,0.0647691,0.378307
5.43,0.0591653,0.376465,0.750559,0.334532,0.066637,0.377855
5.44,0.0629385,0.378113,-0.0043313,0.0351207,0.07226,0.377404
5.45,0.0667263,0.37938,0.511949,0.0394308,0.0764849,0.370584
5.46,0.0705248,0.380268,-0.326153,0.11583,0.0819262,0.361483
5.47,0.0743304,0.380779,0.264012,-0.492264,0.0849489,0.356469
5.48,0.0781392,0.380915,-0.501674,1.3602,0.0906052,0.340318
5.49,0.0819474,0.380677,-0.594506,-0.182776,0.0904557,0.353284
5.5,0.0857515,0.380068,0.754197,-0.351897,0.0932316,0.34136
5.51,0.0895476,0.379092,0.169042,0.918294,0.0996913,0.329399
5.52,0.0933321,0.377751,0.171106,0.168583,0.102024,0.341172
5.53,0.0971014,0.376049,0.584312,1.17707,0.105925,0.336003
5.54,0.100852,0.37399,-0.452504,0.143027,0.108849,0.346064
5.55,0.10458,0.371578,0.385989,0.391364,0.111245,0.342757
5.56,0.108282,0.368817,-0.285761,0.454207,0.115261,0.340942
5.57,0.111955,0.365714,0.834634,-0.0343471,0.117366,0.3373
5.58,0.115595,0.362272,0.145896,1.24403,0.123313,0.331814
5.59,0.1192,0.358497,0.298136,0.26318,0.12485,0.339172
5.6,0.122764,0.354395,0.314114,0.420597,0.128811,0.33523
5.61,0.126286,0.349973,-0.807446,-0.398796,0.132442,0.33302
5.62,0.129763,0.345236,0.398088,0.0175693,0.134699,0.312408
5.63,0.13319,0.34019,-0.229086,0.566224,0.139024,0.301033
5.64,0.136565,0.334844,0.0905721,0.129825,0.140524,0.300439
5.65,0.139886,0.329204,0.127903,0.0636319,0.143689,0.29263
5.66,0.143149,0.323277,0.310136,0.622225,0.14698,0.284127
5.67,0.146351,0.31707,0.373095,0.085907,0.149545,0.285135
5.68,0.149489,0.310593,0.230276,0.39927,0.153308,0.275147
5.69,0.152562,0.303852,0.48875,0.187753,0.155968,0.271238
5.7,0.155565,0.296856,-0.287188,0.672151,0.159642,0.262171
5.71,0.158498,0.289614,-0.0382794,1.10147,0.160233,0.258893
5.72,0.161357,0.282133,0.0117605,-0.439432,0.160606,0.264993
5.73,0.16414,0.274424,0.256351,0.690784,0.164208,0.249395
5.74,0.166845,0.266494,0.713872,-0.00377424,0.16604,0.251788
5.75,0.169469,0.258353,0.47994,0.112247,0.170416,0.240625
5.76,0.172011,0.250011,0.525265,0.200137,0.173835,0.234006
5.77,0.174469,0.241476,-0.000582306,0.584853,0.177088,0.22563
5.78,0.17684,0.232758,-0.422663,-0.424234,0.178137,0.225446
5.79,0.179123,0.223867,0.699874,-0.17825,0.18007,0.21073
5.8,0.181317,0.214813,-0.721856,0.813236,0.184201,0.194134
5.81,0.183419,0.205605,0.662564,0.915053,0.182549,0.198459
5.82,0.185428,0.196253,-0.776631,1.18558,0.184276,0.196529
5.83,0.187343,0.186768,0.978151,0.684064,0.181775,0.205451
5.84,0.189163,0.17716,0.390899,0.195804,0.184884,0.203988
5.85,0.190886,0.167438,-0.278244,0.0635063,0.187422,0.197387
5.86,0.192512,0.157614,0.470856,0.158858,0.188406,0.189254
5.87,0.194038,0.147696,0.220156,0.872375,0.191035,0.181962
5.88,0.195465,0.137696,0.128389,0.17777,0.191504,0.182415
5.89,0.196792,0.127624,-0.534087,-0.400711,0.193093,0.171566
5.9,0.198018,0.11749,0.580341,0.57474,0.193978,0.153439
5.91,0.199142,0.107305,0.637147,-0.870175,0.195614,0.150102
5.92,0.200164,0.0970779,0.610092,0.686847,0.200132,0.11795
5.93,0.201083,0.0868199,0.129642,0.125665,0.201207,0.119782
5.94,0.2019,0.0765411,0.158571,-0.454166,0.202134,0.109799
5.95,0.202614,0.0662516,-0.427739,0.750816,0.204138,0.0895658
5.96,0.203225,0.0559616,0.409702,-0.152804,0.201985,0.0826701
5.97,0.203733,0.0456811,1.25336,-0.145424,0.203731,0.0683559
5.98,0.204139,0.0354202,1.3024,0.269053,0.207453,0.0521531
5.99,0.204442,0.0251887,0.642216,0.117692,0.21027,0.0400542
6,0.204642,0.0149964,0.346051,0.1287,0.211538,0.0276177
6.01,0.204742,0.00485316,0.175051,-0.209546,0.211885,0.0180892
6.02,0.20474,-0.0052315,-0.0368997,0.0356591,0.212327,0.00213592
6.03,0.204637,-0.0152481,0.4343,0.572571,0.21158,-0.00572947
6.04,0.204435,-0.0251872,-0.163452,0.399192,0.210874,-0.0101293
6.05,0.204134,-0.0350396,0.136899,-0.331145,0.20894,-0.0130549
6.06,0.203735,-0.0447963,-0.24427,-0.251243,0.2092,-0.0243506
6.07,0.203238,-0.0544482,0.23386,0.460891,0.208163,-0.0372266
6.08,0.202646,-0.0639865,0.461712,1.07464,0.206821,-0.0385062
6.09,0.201959,-0.0734028,0.721032,0.111322,0.204852,-0.0308512
6.1,0.201178,-0.0826885,0.280117,-0.289726,0.205525,-0.0393576
6.11,0.200306,-0.0918353,0.318998,-0.575461,0.205744,-0.0532681
6.12,0.199342,-0.100835,0.677794,-0.824521,0.206444,-0.0729215
6.13,0.198289,-0.10968,-0.209993,0.0580569,0.208334,-0.0944926
6.14,0.197149,-0.118363,0.45952,0.0764235,0.205944,-0.101831
6.15,0.195923,-0.126876,0.500478,0.272157,0.205199,-0.104132
6.16,0.194612,-0.135211,-0.00535785,-0.244689,0.204136,-0.105669
6.17,0.193219,-0.143362,-0.0688736,-0.647598,0.202719,-0.121043
6.18,0.191746,-0.151322,-0.394927,-0.187215,0.20175,-0.141835
6.19,0.190193,-0.159085,0.254704,0.329841,0.198826,-0.150442
6.2,0.188565,-0.166643,0.438441,-0.642211,0.196462,-0.152738
6.21,0.186861,-0.173991,-0.345298,-0.50495,0.196457,-0.169385
6.22,0.185085,-0.181124,0.483368,0.14724,0.193988,-0.179437
6.23,0.183239,-0.188034,-0.509732,-0.79274,0.192256,-0.181684
6.24,0.181325,-0.194718,0.945411,-0.471012,0.189788,-0.196238
6.25,0.179346,-0.201169,-0.00514079,0.646969,0.190292,-0.204607
6.26,0.177303,-0.207383,0.481988,-0.0329877,0.186002,-0.202616
6.27,0.175199,-0.213356,0.0529021,0.325119,0.184365,-0.207023
6.28,0.173037,-0.219083,0.678702,-0.553883,0.180862,-0.206961
6.29,0.170818,-0.22456,0.938103,0.163668,0.180744,-0.215036
6.3,0.168546,-0.229783,0.688174,-0.984344,0.179713,-0.223726
6.31,0.166223,-0.234749,-0.527642,-0.795163,0.180186,-0.249127
6.32,0.163852,-0.239454,-0.0691076,0.314442,0.176914,-0.261067
6.33,0.161435,-0.243896,0.253306,-0.340016,0.172538,-0.253748
6.34,0.158975,-0.248071,0.914604,-0.849738,0.170364,-0.257951
6.35,0.156475,-0.251978,0.545808,0.116533,0.17081,-0.27586
6.36,0.153936,-0.255614,-0.516699,-0.365856,0.168254,-0.270701
6.37,0.151363,-0.258977,-0.443271,-0.946808,0.163919,-0.27924
6.38,0.148758,-0.262066,0.537138,-0.267557,0.160878,-0.288365
6.39,0.146123,-0.26488,-0.657086,-0.214166,0.158878,-0.295961
6.4,0.143461,-0.267417,-0.00270449,0.318974,0.153635,-0.297727
6.41,0.140775,-0.269676,-0.391302,0.0408716,0.14905,-0.28898
6.42,0.138069,-0.271658,0.129116,0.286975,0.144083,-0.290035
6.43,0.135343,-0.273362,0.3069,-0.407568,0.14004,-0.278729
6.44,0.132602,-0.274788,0.519584,-0.683183,0.13792,-0.28397
6.45,0.129848,-0.275936,0.471563,-0.402131,0.136841,-0.292007
6.46,0.127084,-0.276807,0.0212825,0.0689368,0.135019,-0.292175
6.47,0.124313,-0.277402,-0.0529596,-0.794014,0.13108,-0.290124
6.48,0.121537,-0.277723,0.191046,-0.0875768,0.128715,-0.295096
6.49,0.11876,-0.277769,1.22147,-0.127658,0.125558,-0.287568
6.5,0.115983,-0.277544,-0.401331,-0.407596,0.125177,-0.289664
6.51,0.11321,-0.277048,-0.574537,-0.459432,0.121192,-0.286518
6.52,0.110443,-0.276285,0.696325,-0.822028,0.116846,-0.293236
6.53,0.107685,-0.275257,0.125199,-0.596661,0.116456,-0.300775
6.54,0.104938,-0.273965,0.268306,-0.187505,0.114035,-0.308557
6.55,0.102206,-0.272414,0.729232,-0.315469,0.111143,-0.3032
6.56,0.0994911,-0.270607,-1.02527,-1.16232,0.109759,-0.300809
6.57,0.0967951,-0.268545,0.109408,0.276312,0.105579,-0.304132
6.58,0.094121,-0.266235,0.260958,0.714016,0.101463,-0.289158
6.59,0.0914712,-0.263678,0.986769,0.0407217,0.0970371,-0.272627
6.6,0.0888482,-0.260879,0.34739,-0.575298,0.0959845,-0.27064
6.61,0.0862544,-0.257843,-0.147371,-0.0637667,0.0945561,-0.271691
