Time,True_theta,True_theta_dot,Meas_theta,Meas_theta_dot,Est_theta,Est_theta_dot
6.62,0.0836922,-0.254573,0.122741,-0.448713,0.0908338,-0.265708
6.63,0.0811637,-0.251075,0.325652,-0.494261,0.0886771,-0.260941
6.64,0.0786714,-0.247354,-0.801958,-0.192244,0.0871135,-0.268708
6.65,0.0762174,-0.243414,-0.0213875,0.0738674,0.0820685,-0.255801
6.66,0.0738038,-0.23926,0.202117,-0.696947,0.0786434,-0.245283
6.67,0.0714329,-0.234898,0.0197251,-0.0999637,0.0774068,-0.251118
6.68,0.0691066,-0.230334,0.042041,-0.00213026,0.0745025,-0.242385
6.69,0.0668269,-0.225573,-0.403505,0.220662,0.0715898,-0.230363
6.7,0.0645957,-0.220621,0.172762,-0.927781,0.0672224,-0.21771
6.71,0.062415,-0.215485,-0.371169,-0.199336,0.0667058,-0.229514
6.72,0.0602866,-0.21017,-0.680493,0.114403,0.0632599,-0.224197
6.73,0.0582122,-0.204682,0.620108,-0.409934,0.0585089,-0.209113
6.74,0.0561935,-0.199029,-0.195409,0.312578,0.0583096,-0.206189
6.75,0.0542322,-0.193216,-0.214804,-1.09462,0.0546219,-0.192652
6.76,0.0523297,-0.187251,-0.616647,0.545951,0.0538413,-0.196082
6.77,0.0504877,-0.181139,0.444977,-0.225544,0.0487686,-0.175159
6.78,0.0487074,-0.174889,-0.295544,-0.725309,0.0482007,-0.167897
6.79,0.0469903,-0.168507,-0.203653,-0.284935,0.0467676,-0.170773
6.8,0.0453377,-0.162,-0.524577,0.257155,0.044678,-0.16717
6.81,0.0437507,-0.155375,0.323741,0.524984,0.0407267,-0.158201
6.82,0.0422305,-0.14864,0.26165,-0.476337,0.0385835,-0.142132
6.83,0.0407783,-0.141801,-0.418914,-0.455598,0.0384629,-0.137757
6.84,0.0393949,-0.134866,-0.154039,0.0755936,0.0365796,-0.135354
6.85,0.0380812,-0.127843,0.631569,0.198674,0.0343874,-0.123173
6.86,0.0368383,-0.120739,-0.832539,-0.689963,0.0341405,-0.108633
6.87,0.0356667,-0.113561,1.24302,0.488123,0.032025,-0.107461
6.88,0.0345673,-0.106316,-0.0694868,-0.287975,0.0329644,-0.091784
6.89,0.0335406,-0.0990131,-0.434459,-0.618813,0.0321905,-0.0915624
6.9,0.0325872,-0.0916589,-0.4117,0.0813973,0.0311532,-0.0924249
6.91,0.0317075,-0.0842609,0.290823,0.527374,0.0288431,-0.076106
6.92,0.0309021,-0.0768267,0.217049,-0.762287,0.0276328,-0.0594914
6.93,0.0301711,-0.0693639,0.511455,0.392588,0.0289954,-0.0572173
6.94,0.0295149,-0.0618798,0.394494,-0.116595,0.0288217,-0.0460989
6.95,0.0289336,-0.0543819,-0.556044,-0.24899,0.0294968,-0.0398261
6.96,0.0284273,-0.0468777,-0.145806,-0.826292,0.0280459,-0.0358421
6.97,0.027996,-0.0393745,0.275678,-0.0415936,0.0288521,-0.0384487
6.98,0.0276397,-0.0318797,0.480177,0.456277,0.0291803,-0.0289114
6.99,0.0273584,-0.0244004,0.170937,0.213971,0.0291665,-0.0132793
7,0.0271517,-0.0169441,0.235126,0.204246,0.0290269,0.000259496
7.01,0.0270194,-0.00951768,0.101549,-0.0616884,0.0292097,0.00996496
7.02,0.0269612,-0.00212836,0.388725,0.143295,0.0296799,0.0150683
7.03,0.0269767,0.00521689,-0.290747,-0.0693444,0.0305124,0.0177352
7.04,0.0270653,0.0125112,-0.397216,0.00430524,0.0300954,0.0257673
7.05,0.0272267,0.0197477,-0.93958,0.606395,0.0293473,0.0335542
7.06,0.0274601,0.0269197,0.479531,0.190804,0.0261171,0.0507993
7.07,0.0277648,0.0340206,-0.0306033,-0.080893,0.0275606,0.0584336
7.08,0.0281402,0.0410438,0.516975,-0.229225,0.0283135,0.0630685
7.09,0.0285854,0.0479831,0.285899,0.0140765,0.0308123,0.0635639
7.1,0.0290996,0.0548322,0.134536,-1.03364,0.0322327,0.0670941
7.11,0.0296818,0.0615848,0.0215201,0.144663,0.0353669,0.0570068
7.12,0.030331,0.0682351,0.58668,-0.204963,0.0357817,0.0659145
7.13,0.0310461,0.0747771,-0.954237,0.608988,0.0384102,0.0642208
7.14,0.0318261,0.0812051,0.456012,-0.275653,0.035465,0.0789731
7.15,0.0326698,0.0875136,0.0482565,0.0227881,0.0380643,0.0779492
7.16,0.033576,0.0936971,-0.0609364,-0.212015,0.0390158,0.0827316
7.17,0.0345433,0.0997504,-0.0179599,0.417063,0.0401966,0.0835154
7.18,0.0355705,0.105668,-0.102417,0.0935227,0.0402804,0.0961892
7.19,0.0366562,0.111446,0.343868,0.368284,0.0408795,0.0965995
7.2,0.037799,0.117079,0.0213521,0.0844011,0.0420953,0.10084
7.21,0.0389973,0.122561,-0.41502,-0.354623,0.0431202,0.106324
7.22,0.0402497,0.12789,-0.439892,0.14622,0.0439262,0.103233
7.23,0.0415546,0.133061,0.204463,0.504013,0.0436821,0.112486
7.24,0.0429104,0.138069,0.427605,-0.232688,0.0445118,0.126677
7.25,0.0443154,0.142911,-0.908032,0.233114,0.0475012,0.125828
7.26,0.045768,0.147583,0.186658,-0.350826,0.0460977,0.130426
7.27,0.0472665,0.152081,-0.0271424,-0.0129316,0.0487561,0.13055
7.28,0.048809,0.156403,-0.493418,0.135884,0.0501782,0.13337
7.29,0.0503939,0.160544,0.558198,1.07419,0.0501026,0.133959
7.3,0.0520193,0.164503,1.00411,0.00798801,0.0509047,0.147164
7.31,0.0536834,0.168276,0.36167,0.414009,0.0551563,0.151812
7.32,0.0553842,0.171861,0.558409,0.338446,0.0570001,0.162931
7.33,0.05712,0.175256,-0.30038,0.890405,0.0595389,0.160082
7.34,0.0588887,0.178458,-0.182675,0.310173,0.0587739,0.170808
7.35,0.0606885,0.181466,0.201137,-0.586622,0.0596308,0.179987
7.36,0.0625173,0.184277,0.0565316,-0.0849928,0.063309,0.170767
7.37,0.0643733,0.186891,0.304266,0.309144,0.0655288,0.171622
7.38,0.0662545,0.189305,0.727293,-0.000402544,0.0676009,0.175445
7.39,0.0681588,0.191519,-0.153524,-0.228928,0.0714202,0.175633
7.4,0.0700842,0.193533,0.142832,0.488698,0.0733977,0.171657
7.41,0.0720288,0.195344,-0.310923,0.837206,0.0746703,0.176644
7.42,0.0739904,0.196953,0.166227,0.117076,0.0741827,0.192282
7.43,0.0759671,0.198359,-0.462989,0.653418,0.0764987,0.192975
7.44,0.0779569,0.199563,-0.0809434,0.46639,0.0761589,0.204297
7.45,0.0799577,0.200564,0.352867,0.544709,0.0772918,0.210248
7.46,0.0819675,0.201363,-0.496519,0.310938,0.0794397,0.214317
7.47,0.0839843,0.20196,0.56606,0.113666,0.0799484,0.222668
7.48,0.0860061,0.202355,0.776739,0.541885,0.0836447,0.22179
7.49,0.0880307,0.20255,0.510734,0.463672,0.0870071,0.224542
7.5,0.0900564,0.202546,0.625324,0.509588,0.0898963,0.231305
7.51,0.092081,0.202344,0.129236,-0.787441,0.0930042,0.230061
7.52,0.0941026,0.201945,0.440171,0.341696,0.0974263,0.22065
7.53,0.0961193,0.201352,0.597971,0.344162,0.100261,0.220257
7.54,0.098129,0.200565,0.201664,0.484206,0.103458,0.215956
7.55,0.10013,0.199587,-1.39876,0.412141,0.105371,0.224224
7.56,0.10212,0.19842,0.643579,0.069805,0.10335,0.2268
7.57,0.104098,0.197066,0.38094,-0.224026,0.107302,0.222453
7.58,0.106061,0.195528,-0.070133,-0.00935748,0.111099,0.215304
7.59,0.108008,0.193808,-0.0761666,0.0338319,0.11323,0.213579
7.6,0.109936,0.191909,0.122926,-0.454116,0.115214,0.209621
7.61,0.111845,0.189835,0.59274,-0.553112,0.11859,0.194744
7.62,0.113733,0.187588,0.442104,-0.052874,0.123198,0.180125
7.63,0.115596,0.185172,-0.328656,0.320876,0.126238,0.171385
7.64,0.117435,0.182589,0.835714,0.173656,0.126467,0.17187
7.65,0.119248,0.179845,0.818001,-0.118232,0.130012,0.172066
7.66,0.121032,0.176941,0.598477,-0.266848,0.134054,0.164769
7.67,0.122786,0.173883,0.50217,0.346455,0.137711,0.153695
7.68,0.124509,0.170673,-0.280002,0.207149,0.139789,0.153773
7.69,0.126199,0.167317,-0.00934831,0.751627,0.140124,0.153267
7.7,0.127855,0.163818,-0.132708,-0.228675,0.140042,0.15471
7.71,0.129475,0.160181,0.0528899,0.510123,0.141601,0.144796
7.72,0.131058,0.15641,-0.274621,0.432641,0.142125,0.153755
7.73,0.132603,0.152509,0.605153,0.464776,0.142035,0.15773
7.74,0.134108,0.148484,-0.459665,0.352275,0.144152,0.155072
7.75,0.135572,0.144339,0.128497,-0.339413,0.143712,0.152319
7.76,0.136994,0.140078,0.296277,0.520252,0.146105,0.137795
7.77,0.138373,0.135707,0.160141,0.527339,0.1471,0.140899
7.78,0.139708,0.131231,0.894152,0.360087,0.147781,0.146515
7.79,0.140997,0.126654,0.889605,-0.255861,0.150718,0.144759
7.8,0.142241,0.121982,-0.0417524,0.313753,0.154809,0.131998
7.81,0.143437,0.11722,0.3799,0.205455,0.155213,0.127831
7.82,0.144585,0.112373,-1.0692,-0.196793,0.156879,0.123632
7.83,0.145684,0.107446,-0.211863,-0.886983,0.155526,0.112458
7.84,0.146733,0.102446,-0.0709509,0.17238,0.157573,0.085923
7.85,0.147733,0.0973757,0.211163,0.245838,0.157668,0.0868525
7.86,0.148681,0.0922422,0.124645,-0.0303964,0.158297,0.0801273
7.87,0.149577,0.0870507,0.513143,-0.359856,0.159177,0.0715324
7.88,0.150422,0.0818064,-0.327762,-0.344863,0.161616,0.0602709
7.89,0.151213,0.0765149,-0.714824,-0.34995,0.16174,0.0533162
7.9,0.151952,0.0711816,0.229729,-0.143571,0.160769,0.0435275
7.91,0.152637,0.065812,0.0769455,0.385161,0.161678,0.0308637
7.92,0.153268,0.0604115,-0.717853,0.118131,0.161027,0.0295774
7.93,0.153845,0.0549858,0.504335,-0.163693,0.158833,0.0246653
7.94,0.154368,0.0495401,0.0869118,0.528562,0.160295,0.0153386
7.95,0.154836,0.04408,0.0488464,-0.281562,0.159242,0.0214645
7.96,0.155249,0.0386109,0.673924,0.195712,0.15967,0.0034945
7.97,0.155608,0.0331382,-0.0129533,0.788882,0.160602,-0.0014185
7.98,0.155912,0.0276672,0.338529,0.270264,0.158546,0.0039123
7.99,0.156161,0.0222034,0.15406,0.583169,0.158461,-0.00172714
8,0.156356,0.016752,-0.0928677,0.216209,0.157263,0.00364714
8.01,0.156496,0.0113182,-0.319354,-0.303194,0.156172,-0.00234269
8.02,0.156582,0.00590734,-0.211527,0.143231,0.155449,-0.0152717
8.03,0.156615,0.00052446,0.0831913,-0.0582407,0.154026,-0.0145306
8.04,0.156593,-0.00482532,0.609204,0.205364,0.153783,-0.015325
8.05,0.156518,-0.010137,-0.864984,0.846148,0.154333,-0.0179541
8.06,0.15639,-0.0154056,-0.441925,0.0916164,0.149782,-0.0113995
8.07,0.15621,-0.0206262,0.402875,0.618587,0.147899,-0.0153817
8.08,0.155978,-0.025794,0.336767,-0.131624,0.147153,-0.00734287
8.09,0.155695,-0.0309043,-0.239649,0.483521,0.147782,-0.0135649
8.1,0.15536,-0.0359526,0.100273,-0.125776,0.145646,-0.00981394
8.11,0.154976,-0.0409341,0.655525,-0.104302,0.145636,-0.0146772
8.12,0.154542,-0.0458445,0.0193716,-0.422676,0.146946,-0.0212773
8.13,0.154059,-0.0506794,0.254016,0.397899,0.147195,-0.0265855
8.14,0.153528,-0.0554346,0.147445,-0.0230663,0.146328,-0.0267844
8.15,0.152951,-0.0601058,0.804701,-0.0698575,0.146009,-0.0335076
8.16,0.152327,-0.0646891,0.860171,0.312066,0.14738,-0.0436689
8.17,0.151657,-0.0691806,0.274498,-0.231392,0.148041,-0.0453641
8.18,0.150943,-0.0735763,-0.0715448,0.0863581,0.148224,-0.0559951
8.19,0.150186,-0.0778726,-0.157722,-0.452333,0.146798,-0.0567894
8.2,0.149386,-0.082066,0.313618,-0.043573,0.146195,-0.0661448
8.21,0.148545,-0.0861529,0.85874,0.19952,0.145871,-0.0732985
8.22,0.147664,-0.0901301,-0.426084,-0.487148,0.146425,-0.0724212
8.23,0.146743,-0.0939943,-0.26553,-0.0426233,0.145048,-0.0767654
8.24,0.145784,-0.0977424,-0.213491,0.467794,0.143142,-0.077971
8.25,0.144788,-0.101372,-0.807766,-0.308505,0.1403,-0.0802407
8.26,0.143757,-0.104879,-0.463292,-0.468622,0.13753,-0.078887
8.27,0.142691,-0.108262,0.0251709,-0.200066,0.135957,-0.0842825
8.28,0.141592,-0.111518,-0.280302,0.456726,0.135081,-0.0824897
8.29,0.140461,-0.114644,-0.362163,-0.430961,0.132142,-0.0726603
8.3,0.1393,-0.117639,0.161065,-0.628252,0.130858,-0.0756168
8.31,0.138109,-0.1205,0.566028,0.119017,0.13125,-0.0858073
8.32,0.13689,-0.123226,0.306867,0.780073,0.13109,-0.0865822
8.33,0.135645,-0.125814,-0.364617,-0.94439,0.128976,-0.0746966
8.34,0.134374,-0.128263,0.146593,0.224544,0.128632,-0.0913918
8.35,0.13308,-0.130571,-0.440774,-0.252174,0.127144,-0.0871963
8.36,0.131763,-0.132737,0.73822,-0.323441,0.125067,-0.0986212
8.37,0.130426,-0.134759,-0.224912,-0.0946612,0.126089,-0.104713
8.38,0.129069,-0.136638,-0.25524,-0.382914,0.12414,-0.101333
8.39,0.127694,-0.138371,0.638584,0.283929,0.122696,-0.106089
8.4,0.126302,-0.139957,0.290663,-0.144021,0.12223,-0.0970461
8.41,0.124895,-0.141397,-0.150687,-0.00583662,0.121772,-0.100227
8.42,0.123474,-0.14269,-0.101073,0.0316726,0.1199,-0.096381
8.43,0.122042,-0.143835,0.371896,-0.48925,0.118094,-0.0978012
8.44,0.120598,-0.144833,-0.442324,-0.0136228,0.118551,-0.10223
8.45,0.119145,-0.145682,-0.332164,-0.179207,0.115914,-0.0999753
8.46,0.117685,-0.146384,-0.378564,-0.0226358,0.113911,-0.101682
8.47,0.116218,-0.146938,-0.259363,0.180485,0.111416,-0.107974
8.48,0.114747,-0.147345,-0.611509,-0.0873357,0.108815,-0.103809
8.49,0.113272,-0.147606,0.185525,-0.0971653,0.1059,-0.101461
8.5,0.111795,-0.14772,0.22324,-0.415318,0.105104,-0.0986902
8.51,0.110318,-0.147689,0.298807,0.586209,0.105079,-0.0985901
8.52,0.108842,-0.147514,0.97817,0.0525507,0.103302,-0.0817912
8.53,0.107368,-0.147196,-0.61842,-0.690081,0.104503,-0.0771627
8.54,0.105898,-0.146736,-0.107424,0.209113,0.103063,-0.0866397
8.55,0.104434,-0.146136,0.402479,0.130539,0.101075,-0.0821694
8.56,0.102976,-0.145396,0.312969,-0.287419,0.100635,-0.0765741
8.57,0.101526,-0.144519,-0.348621,-0.446594,0.100846,-0.0779821
8.58,0.100086,-0.143505,-0.0501684,-0.243795,0.0996731,-0.0770878
8.59,0.0986567,-0.142358,0.292179,-0.408082,0.0989043,-0.0709316
8.6,0.0972394,-0.141079,-0.127774,-0.406888,0.099408,-0.0686884
8.61,0.0958356,-0.13967,0.741611,-0.22568,0.0988378,-0.068102
8.62,0.0944465,-0.138133,0.400081,0.0150881,0.100136,-0.0693912
8.63,0.0930733,-0.13647,-0.172632,-0.0380523,0.100084,-0.0638611
8.64,0.0917175,-0.134685,-0.606334,0.249587,0.0987357,-0.0571747
8.65,0.09038,-0.132779,-0.548255,0.0220365,0.0957545,-0.0508577
8.66,0.0890623,-0.130755,-0.0174991,-0.386694,0.093444,-0.049201
8.67,0.0877653,-0.128616,-0.365592,-0.719388,0.0933193,-0.0554039
8.68,0.0864903,-0.126364,0.0644083,-0.170067,0.0928746,-0.0662237
8.69,0.0852384,-0.124003,-0.0502514,0.507333,0.0923229,-0.070741
8.7,0.0840106,-0.121535,0.461197,0.0520921,0.0901355,-0.059419
8.71,0.0828081,-0.118964,0.304274,-0.430413,0.0902676,-0.0600066
8.72,0.0816317,-0.116293,0.994728,-0.0989117,0.0909371,-0.067023
8.73,0.0804825,-0.113524,0.501897,-0.0445123,0.0926803,-0.0656015
8.74,0.0793615,-0.110662,-0.578799,0.872996,0.09305,-0.0641896
8.75,0.0782696,-0.10771,-0.0389781,0.130221,0.0888683,-0.0458751
8.76,0.0772076,-0.104671,0.410562,-0.865025,0.0877785,-0.0371235
8.77,0.0761764,-0.101548,-0.320017,0.134716,0.0898873,-0.0461728
8.78,0.0751769,-0.0983454,-0.460632,-0.391555,0.0880629,-0.0364151
8.79,0.0742098,-0.0950667,-0.495165,-0.0285433,0.0869964,-0.0389694
8.8,0.0732758,-0.0917156,-0.176318,0.462218,0.085138,-0.0309726
8.81,0.0723757,-0.0882957,-0.684363,-0.0369955,0.0832132,-0.0199515
8.82,0.0715101,-0.0848107,0.903633,0.296372,0.0810916,-0.016254
8.83,0.0706797,-0.0812647,0.454975,-0.387391,0.0824796,-0.00641295
8.84,0.069885,-0.0776613,0.83992,-0.439073,0.0841127,-0.0137811
8.85,0.0691266,-0.0740044,0.0314447,-0.393973,0.0868069,-0.0137006
8.86,0.0684051,-0.0702981,-0.163212,-0.299858,0.0872763,-0.0187585
8.87,0.0677208,-0.0665461,0.175521,-0.0541486,0.0869791,-0.0248289
8.88,0.0670743,-0.0627525,-0.106701,-0.0966619,0.087042,-0.0218198
8.89,0.0664659,-0.0589212,-0.329236,0.332618,0.0864756,-0.0221827
8.9,0.065896,-0.0550563,0.0312218,-0.211127,0.0845477,-0.0080006
8.91,0.0653649,-0.0511616,0.34914,-0.20996,0.0847307,-0.0106311
8.92,0.0648729,-0.0472412,-0.298036,0.212102,0.0857133,-0.0115055
8.93,0.0644201,-0.0432991,0.238261,0.493205,0.084155,-0.0101086
8.94,0.0640069,-0.0393393,-0.0288485,0.285928,0.0834965,0.00161841
8.95,0.0636334,-0.0353658,-0.718981,-0.336886,0.0826633,0.00555478
8.96,0.0632996,-0.0313824,0.424006,0.374177,0.0813555,0.00583602
8.97,0.0630058,-0.0273933,0.155154,-0.123767,0.0815786,0.0114342
8.98,0.0627518,-0.0234023,-0.570034,-0.106211,0.0821147,0.00474645
8.99,0.0625377,-0.0194133,-1.09715,-0.731736,0.0807186,0.00660258
9,0.0623635,-0.0154302,-0.513624,-0.267039,0.0792163,-0.000161359
9.01,0.0622291,-0.011457,-1.11458,1.00741,0.0782473,0.00182391
9.02,0.0621343,-0.00749732,0.195369,0.423021,0.0732827,0.0266917
9.03,0.0620791,-0.00355506,0.191204,1.05353,0.0731478,0.0410548
9.04,0.0620631,0.000366061,-0.586715,-0.138217,0.0719175,0.0615495
9.05,0.0620863,0.00426234,-0.0795701,-0.798154,0.0712525,0.0631187
9.06,0.0621483,0.00813012,0.433034,-0.219258,0.0731653,0.0482989
9.07,0.0622488,0.0119658,-0.197957,-0.0395411,0.0751172,0.0465655
9.08,0.0623875,0.0157658,0.526702,0.395771,0.0750688,0.048719
9.09,0.062564,0.0195267,0.101189,-0.237751,0.0760487,0.0548119
9.1,0.0627779,0.023245,-0.0684967,-0.171664,0.0772611,0.0543659
9.11,0.0630287,0.0269173,0.113624,0.0579066,0.0779095,0.0566792
9.12,0.0633161,0.0305404,-0.10196,0.369576,0.0785601,0.0560269
9.13,0.0636394,0.034111,-0.438812,-0.00489296,0.0780367,0.0604854
9.14,0.0639981,0.037626,-0.464583,0.296642,0.0774496,0.0619614
9.15,0.0643917,0.0410822,0.438036,0.196834,0.0762156,0.0666627
9.16,0.0648195,0.0444767,0.372441,-0.491368,0.0775345,0.0648956
9.17,0.065281,0.0478064,0.252961,0.508088,0.0800195,0.0546068
9.18,0.0657754,0.0510686,0.547144,-0.117529,0.0801074,0.0591549
9.19,0.0663021,0.0542606,0.33121,0.311757,0.0822821,0.0609903
9.2,0.0668604,0.0573795,0.573122,-0.242365,0.0830878,0.0711271
9.21,0.0674495,0.0604228,1.05092,0.180011,0.0856556,0.0633011
9.22,0.0680686,0.0633881,0.575424,-0.0283859,0.0885603,0.066049
9.23,0.068717,0.0662728,-0.294602,0.44993,0.0906806,0.0672094
9.24,0.0693938,0.0690748,0.431183,0.866044,0.0895839,0.0698464
9.25,0.0700982,0.0717917,0.206641,-0.404573,0.0896105,0.0826286
9.26,0.0708293,0.0744214,-0.0638961,0.0992755,0.0917483,0.0834237
9.27,0.0715863,0.0769619,-0.0703349,1.21594,0.0921672,0.0865025
9.28,0.0723683,0.0794113,0.64574,0.674867,0.0904008,0.103767
9.29,0.0731742,0.0817678,0.12544,0.422457,0.0917374,0.110134
9.3,0.0740033,0.0840295,-0.299847,0.225771,0.0922694,0.10884
9.31,0.0748545,0.086195,0.0288465,0.936319,0.0921302,0.113073
9.32,0.0757269,0.0882627,-0.17925,0.445253,0.0915295,0.132077
9.33,0.0766194,0.0902312,0.353214,0.00263956,0.0915216,0.135019
9.34,0.0775312,0.0920991,0.0021356,0.68949,0.0937584,0.126578
9.35,0.0784611,0.0938653,-0.211194,0.0308823,0.0936697,0.133288
9.36,0.0794081,0.0955287,0.115661,-0.0368361,0.0944345,0.134963
9.37,0.0803713,0.0970883,-0.279631,0.581692,0.0961607,0.130784
9.38,0.0813495,0.0985432,-0.169933,0.215875,0.0955973,0.135586
9.39,0.0823418,0.0998927,-0.511828,0.570001,0.0961086,0.137112
9.4,0.0833471,0.101136,-0.0772127,1.0809,0.0950694,0.145314
9.41,0.0843642,0.102273,0.188175,-0.514224,0.0942139,0.155405
9.42,0.0853921,0.103302,0.343362,-0.018531,0.0973084,0.143984
9.43,0.0864299,0.104225,-0.983181,0.0707234,0.0996805,0.138958
9.44,0.0874763,0.105039,-0.093295,-0.461533,0.0983973,0.137338
9.45,0.0885303,0.105746,0.146405,0.125539,0.100419,0.124796
9.46,0.0895908,0.106345,0.65918,0.208154,0.101797,0.12696
9.47,0.0906568,0.106836,-0.132175,-0.839432,0.104317,0.12429
9.48,0.0917272,0.107219,0.139651,-0.27985,0.106783,0.102716
9.49,0.0928009,0.107496,0.627977,0.200675,0.108638,0.0964534
9.5,0.0938767,0.107665,-0.325689,0.229251,0.110738,0.0980058
9.51,0.0949538,0.107728,0.158396,0.625651,0.110309,0.0969084
9.52,0.096031,0.107686,0.0449198,-0.390845,0.110343,0.101748
9.53,0.0971072,0.107538,0.0267616,0.15122,0.112128,0.0908175
9.54,0.0981814,0.107286,-0.620652,0.0408628,0.112678,0.0892544
9.55,0.0992526,0.106931,-0.303145,0.436255,0.11179,0.0917566
9.56,0.10032,0.106474,0.120942,0.0883294,0.110952,0.0959475
9.57,0.101382,0.105915,0.0786399,-0.421199,0.111957,0.0969146
9.58,0.102438,0.105256,-1.07096,-0.522523,0.113819,0.0844137
9.59,0.103486,0.104498,-0.442414,-0.545377,0.112781,0.0745203
9.6,0.104527,0.103643,0.19482,0.110049,0.11332,0.0675137
9.61,0.105559,0.102692,-0.242337,0.172542,0.114091,0.0639649
9.62,0.106581,0.101647,-0.460502,0.093461,0.113611,0.0678769
9.63,0.107592,0.100508,0.162746,0.278161,0.112738,0.0658695
9.64,0.108591,0.0992785,0.583636,0.392866,0.113091,0.0665572
9.65,0.109577,0.0979594,-0.0994661,-0.121521,0.114352,0.074316
9.66,0.11055,0.0965528,1.01987,-0.288078,0.114905,0.0686885
9.67,0.111508,0.0950606,0.149679,0.344088,0.118606,0.0601904
9.68,0.11245,0.0934848,-0.442817,0.377424,0.11873,0.0643983
9.69,0.113377,0.0918273,0.187733,-0.135678,0.117307,0.0689624
9.7,0.114287,0.0900904,0.396504,0.235167,0.118568,0.064539
9.71,0.115179,0.0882763,-0.177335,-0.0717864,0.119577,0.0644116
9.72,0.116052,0.0863872,0.59249,-0.317038,0.119679,0.0567356
9.73,0.116906,0.0844254,-0.166781,0.558759,0.122185,0.0490706
9.74,0.11774,0.0823933,0.155656,0.851087,0.120903,0.0529133
9.75,0.118554,0.0802933,0.080696,-0.0481047,0.11996,0.0653305
9.76,0.119346,0.0781279,0.23471,0.312361,0.120748,0.065757
9.77,0.120116,0.0758997,-0.335846,0.197283,0.121159,0.0614706
9.78,0.120864,0.0736111,-0.123067,-0.681537,0.120346,0.0664559
9.79,0.121588,0.0712648,0.0996598,0.582054,0.121821,0.0519615
9.8,0.122289,0.0688636,0.19445,0.215012,0.121227,0.0574784
9.81,0.122965,0.0664099,-0.0535935,0.794925,0.121645,0.0546848
9.82,0.123617,0.0639067,-0.283063,-0.170229,0.12028,0.0647175
9.83,0.124243,0.0613566,0.137157,0.0446501,0.120335,0.0599129
9.84,0.124844,0.0587624,0.0874563,0.0354985,0.121014,0.0608206
9.85,0.125418,0.0561269,-0.735239,0.79024,0.121551,0.0559579
9.86,0.125966,0.0534531,1.05722,1.24908,0.118492,0.0718018
9.87,0.126487,0.0507436,-0.391082,0.478653,0.119319,0.0880338
9.88,0.126981,0.0480015,0.366863,-0.0512025,0.118107,0.0930555
9.89,0.127447,0.0452295,0.264714,0.346831,0.119938,0.0876215
9.9,0.127886,0.0424306,0.806541,-0.941265,0.120654,0.088054
9.91,0.128296,0.0396078,0.88647,-0.726218,0.125286,0.0677778
9.92,0.128678,0.0367638,-0.328924,-0.0109322,0.129456,0.0519267
9.93,0.129031,0.0339016,-0.226247,0.65572,0.128893,0.0482167
9.94,0.129356,0.0310241,0.452555,-0.461931,0.127239,0.0533355
9.95,0.129651,0.0281343,-0.256004,-0.351961,0.129599,0.042542
9.96,0.129918,0.025235,0.614934,1.02688,0.129764,0.0316999
9.97,0.130156,0.0223291,0.349264,0.228079,0.129368,0.0441409
9.98,0.130365,0.0194196,0.777453,0.562457,0.129988,0.0429095
9.99,0.130545,0.0165092,0.193574,-0.371672,0.131059,0.0487973
10,0.130695,0.0136009,0.211454,0.554401,0.132528,0.0421633
